,time (mimcroseconds),,,
n,iterative double,recusive double,iterative int,recursive int
43223,1469.9,1462.9,1830,8040.8
43224,1480.6,1462.7,1839.6,8865.6
43225,1460,1446.9,1836.8,8397
43226,2626.1,1572.1,1900.3,8475.3
43227,2264.5,1468.6,2489.8,7844.9
43228,1453.5,1461.1,1841.6,8344.9
43229,1457.2,1449,1822.1,8555.1
43230,1608.3,1837.6,1836.7,7651.2
43231,1728.5,1473.3,1880.9,8169.4
43232,1453.7,1457.7,2198.4,8060.5
43233,1488.8,1484.1,1819.2,8290.2
43234,1484.3,1461.6,2280.8,10781.1
43235,2593.2,1779.1,1873.7,9552
43236,1732.7,1490.2,1831.4,8384.9
43237,2663,2365.5,1824.7,7936.6
43238,2522.1,2462.3,1923.6,7871.2
43239,1419.9,1726.6,2199.9,7556.6
43240,1863.2,1544.6,1791.3,10499.3
43241,1503.4,1496,1929.2,8665.4
43242,1495.3,1498.2,1968.8,8877.7
43243,1503.9,1506.4,1892.5,9279
43244,1942.2,2069.6,2029.1,8148.9
43245,2427.8,1722.5,1896,7795.2
43246,1497.3,1839.1,2216.1,8174.5
43247,1459.6,1469.7,1840.8,8749.9
43248,1460.6,1455.6,1834.4,8447.4
43249,2597.3,2586.3,3260.4,8092.7
43250,1446.2,1452.7,1836.5,9579.7
43251,1586.5,1460.8,1850.6,8213.6
43252,1456.1,1547.2,1942,7572
43253,1451.2,1459.8,1818,9483.3
43254,1458,1434,1858.8,8825.5
43255,1452.6,1452.7,1968.7,7866.9
43256,1532.2,1527.3,1823,7631.4
43257,1465.1,1457.2,2008.9,7982.4
43258,1453.3,1469.4,2117.8,8201
43259,1452.9,1449.7,1838.4,9777.1
43260,1962.9,1450.4,1846.9,8219.7
43261,1531.8,1505.2,2239.4,7688.3
43262,1466.7,1542.3,1944,8077.8
43263,1474.7,1456.7,1831.5,8344
43264,1415.5,1398.5,1770.9,8681.8
43265,1439,1411.8,1770.9,7392.3
43266,1483.3,1989.5,1800.7,7449.4
43267,1458.1,1418.2,1810.5,8259.4
43268,1427.2,1418.3,1824.3,8585.6
43269,1446.4,1411.5,2276.2,9141.3
43270,1410.3,1399.1,2076.6,7783.8
43271,1824.5,2323.4,1779.4,7663
43272,1405,1403.2,1806.4,8129.6
43273,1420,1407.9,1775.9,7895.5
43274,1409.8,1430.2,1768.5,7513
43275,1587.9,1692.7,1768.2,7409.2
43276,1432.2,1419.3,1790.8,7883.3
43277,1411.4,1403.9,1779.4,8762.2
43278,2525.7,2520.8,3122.4,8113.6
43279,1432.4,1413.2,2023.9,7434.4
43280,1951.6,1733.6,1803.9,7347.5
43281,2285.5,2013.4,2762.5,7610
43282,1423.2,2166.5,1780.4,8373.9
43283,1959.5,2244.5,1803.4,8915.6
43284,1449.4,1406.2,1767.6,9268.3
43285,2279.8,1368.9,1721.6,7164.1
43286,1580.1,1673.3,1884.3,7504.3
43287,1720.4,1491.4,2273,7539.4
43288,1367.1,1368.7,1724.1,7745.7
43289,1372.2,1362.3,1725.9,7329.8
43290,1787.3,1457.9,1927.9,7177.8
43291,1387.2,1580.4,1782.2,7939.7
43292,1374.6,1373.8,1720.4,8558.7
43293,1388.8,1380.6,1727.7,7476.9
43294,1884.7,1553.5,1868.1,7373.8
43295,1397.3,1363.2,1723.4,7906.9
43296,1370,1398.9,1727.5,9933.5
43297,1370.6,1380.1,1711.2,8388.9
43298,1397.4,1373.9,1751.7,7330.3
43299,1614.4,1377.2,2268.1,7454.9
43300,1381.2,1366.2,1724.3,8123.9
43301,1389.5,1368.5,1776.7,7735
43302,1742.7,1501.2,1717.1,7793.8
43303,1361.1,1384.7,2017.5,7490.3
43304,2453.7,2446,2772.4,9749.2
43305,1715.2,1463.2,1715.5,8364.1
43306,1373.9,1403.6,1828.2,8574.9
43307,1404.9,1382.3,1757.5,7154.3
43308,1665.2,1803,1751.9,7432.5
43309,1375.1,1370.3,1729.5,8198.2
43310,1413.2,1372.7,1798,7810.6
43311,1369.6,1365.3,1790.3,7205.4
43312,1371.9,1582.2,1886.2,7497.7
43313,1375.8,1371.7,1728.6,8501
43314,1636.1,1375.6,1737.3,9348.9
43315,1383.7,1365.5,1711.1,7268.9
43316,1605,1397.7,1793.6,7166.6
43317,1382.1,1368.1,1717.5,8345.2
43318,1739.1,1373,1743.5,8054.5
43319,1384.3,1364.5,1735,7377.6
43320,1710.4,1560.6,1746.6,7250.4
43321,1366.6,1364.9,1716.3,8071.2
43322,1366.8,1396.6,1905.6,8428.9
43323,1380.5,1365.6,2175.6,7419.6
43324,2036.8,1441.1,1721.9,7313.9
43325,1371.1,1389.7,1821.9,9118.5
43326,1814.4,1382.6,1761.8,7558.4
43327,1369.3,1365.5,1735,7898.6
43328,1383.1,1518.9,1715.4,7634.5
43329,1376.1,1370,2229.8,7346
43330,1768.7,1422.9,1726.5,7631.2
43331,1391.5,1373.1,1729.8,7342.5
43332,1810.5,1394.6,1737.9,8373.2
43333,1564.4,1652.3,2302.3,8747.6
43334,2419.2,2609,2086.4,7188.9
43335,1381.4,1375.5,1741.7,7786.8
43336,1390.2,1383.1,1751.7,7845.9
43337,2134.7,1356.3,1741.4,7283.2
43338,1377.3,1397.2,1872.7,7514.7
43339,1372.8,1369.9,1723.8,8243.4
43340,1364,1363,1733.3,7219.4
43341,1461.6,1482,1868.9,7185
43342,1563.6,1679.6,2074.3,10215.9
43343,1358.6,1481.5,1727.2,8221.8
43344,2444.2,2412.8,2335.4,7425.6
43345,1375.7,1367.6,1737,7206.2
43346,1490.1,1586.3,1831.1,7638.3
43347,1368.4,1380,1731.9,9373.6
43348,1379.9,1367.8,1824.2,7885.5
43349,2432.1,2436.7,3029.9,8667.8
43350,1390.4,1390.1,1725.1,8312.1
43351,1425.2,1357.5,1746.2,7663.7
43352,1369.3,1363.7,2538.5,7655.2
43353,1369.4,1362.6,1727.4,7366
43354,1367.9,1363.5,1724.9,7733.6
43355,1534.7,1466.9,1744,7171.8
43356,1371.3,1383.6,1726.8,8019.9
43357,1374.4,1364.7,1726.2,7648.6
43358,1383.6,1374.5,1746.5,7734.4
43359,1453.1,1666,1844.7,7642.7
43360,1373.7,1381,1826.1,7626.9
43361,1385.8,1396.7,1728.6,9090.4
43362,2340,1371.2,1720.8,8282
43363,1366.5,1365.9,1726.8,7160.6
43364,1414.2,1410.1,1824.9,7778.1
43365,1399.6,1368.8,1719.7,8501.6
43366,1370.7,1367.2,1731.2,7821.7
43367,1629.3,1406.4,1754.5,7344.1
43368,1377.9,1378.3,1920.5,7093.7
43369,1378,1372.5,1718,7991.2
43370,1444.4,2767.1,1764,10402.2
43371,1383.5,1368.9,1728.1,7332.6
43372,1470.7,1774.7,1813.3,7272
43373,1365.8,1367.3,1721.2,7848.3
43374,1380.5,1366.1,1726.7,7994.5
43375,1387.7,1379.8,1742.2,7623.4
43376,1558.5,1391.6,1745.7,7562.4
43377,2452.6,2446.7,3357.4,9677.9
43378,1381.3,1380.2,1751.8,7813.9
43379,1378.7,1326.8,2294.2,8945.5
43380,1329.3,1687.4,1722.5,8438.7
43381,1865.6,1358.7,1673,7106.3
43382,1326.4,1329.3,1806,7447.4
43383,1510.2,1470.9,1673.5,7677.2
43384,1328.1,1331.1,1700.8,7003.3
43385,1403.6,1355.4,1689,7345.6
43386,1329.7,1351.4,1671.6,7610.2
43387,1335.7,1340.8,1727.1,7586.9
43388,1701.1,1331.5,1674.7,7359.3
43389,1334.2,1343.7,1816.6,7039.4
43390,1336,1347.6,1676.3,8213.7
43391,1333.7,1325.3,1729,7098.6
43392,3226.6,1328.4,1673.5,7303.7
43393,1343.1,1326.8,2384.3,7159.4
43394,1334.9,1343.7,1676.8,7775.6
43395,1332.2,1327.8,1677.3,7438.1
43396,1487,1346,1681.8,7112.1
43397,1340.9,1338.6,1677.5,7572.8
43398,1332.3,1934.6,2397.1,7745.5
43399,2444.8,1327.3,1693.8,7008.1
43400,1329.4,1506.3,1689.3,7617.4
43401,1323.7,1344.1,1676.4,7216.4
43402,1258.7,1257.7,1750.2,6681
43403,1589.1,1545.6,1722.6,6615.4
43404,1256.5,1255.7,1575.2,7408.3
43405,1313.5,1331.9,1739.9,8472.9
43406,1498.7,1306.3,1626.4,7071.6
43407,1316.1,1410.6,1977.5,7202.1
43408,1345.2,1340.1,1670.3,8336
43409,1275.3,1442.5,2087.9,7349
43410,2637.9,1568.7,1579.5,7157.9
43411,1261.6,1448.6,1744.2,7082.3
43412,2393.2,2338.9,2958.7,7231.5
43413,1330.2,1330.1,1679.2,7386.2
43414,1465,1330.1,1689.7,7501.7
43415,1331,1329.6,1785.9,7078
43416,1332.4,1328.3,1678.7,8270.3
43417,2019.4,1599.3,1680.6,7771.5
43418,1387.5,1351.6,1677.5,7147.3
43419,1339.5,1326.6,1862.5,7249.6
43420,1334.9,1329.7,1674.8,7808.8
43421,1325.6,1330.4,1676.6,7263.9
43422,2421.3,2448.1,2976.7,7190.4
43423,1336.1,1337,1776.6,7029.6
43424,1334.3,1327.2,1680.3,7846.4
43425,1338.8,1334,1684.3,7083.8
43426,1421,1379.7,1774,7544.2
43427,1894.7,1330.1,1692.9,7548.1
43428,1333.1,1334.7,1668.3,8170.4
43429,1326.5,1735.6,1776.8,7034.1
43430,1390.3,1345.3,1790.5,7483.7
43431,1325.1,1329,1792.2,7466.5
43432,2393.5,2341.3,2982.5,7307.4
43433,1327.8,1342.4,1717.5,6989.3
43434,1340.5,1738.6,1886.6,7696.3
43435,1336.7,2068.9,1726.5,8099.8
43436,1332.5,1337.6,1672.9,7606.1
43437,2364.5,2371.7,3034.8,9252.8
43438,1799.1,1321.7,1681.2,7576.2
43439,1720.7,1386.2,1682.9,7360.4
43440,1333.7,1332.8,1695.2,7609.9
43441,1338.2,1331.1,1673.6,7890.3
43442,1423.9,1695.8,1827.8,7151.4
43443,1339.2,1542.8,1773.2,6957.9
43444,1337.8,1331.4,1673.8,7260.8
43445,1336.4,1328.6,1669.8,8075.1
43446,1523.1,1351.4,1671.4,7474.8
43447,2388.5,2386.9,2749.9,7030.2
43448,1339.6,1338.9,1679.2,7550.3
43449,1343.4,1334.8,1669.4,8072.5
43450,1415.1,1352.9,1684.7,7080
43451,1332.7,1324.6,2177,7084.1
43452,1341.1,1335.8,1706.3,8082.6
43453,1336.3,1340.3,1751.4,7016.1
43454,1346.2,1462.7,1953.2,6985
43455,1346.1,1342.1,1779.8,8969
43456,1336,1330.8,1689,7911.7
43457,2453.5,2352.3,2957.1,7505.8
43458,1339.5,1771,1706.4,7047.4
43459,1340.2,1332.9,1700.7,7587.8
43460,1337.6,1318.2,1626.4,7313.8
43461,1301.4,1367.1,1624.3,7221.8
43462,2362.7,2652.1,3176.2,8207
43463,1410,1416.6,1810.6,7337.2
43464,1501.5,1559,2010.1,9717.8
43465,1303.1,1293.1,1654.1,7801.9
43466,1297.8,2092.3,1649.4,6998.5
43467,1392.6,1382,1763.2,6998.1
43468,1293.9,1298.6,1634.8,7307.3
43469,1388.2,1410.6,1728.4,7419.3
43470,1527,1331.9,1627.9,7350
43471,1298.2,1303.1,1886.8,7422.8
43472,2323,2324.8,2948.9,7871.3
43473,1410.2,1364.5,1632.7,8758.6
43474,1341.9,1450.6,1846.5,7284.8
43475,1544.9,1771.5,1720.3,7398.9
43476,1299.5,1300.7,1744.5,7870.3
43477,1349,1399.9,1721.3,8336.5
43478,1301.2,1289.4,1637.8,6814.7
43479,1336,1390.1,2263.5,6968.6
43480,1302.4,1287.8,1630.8,7894.6
43481,1387.4,1378.3,1752.9,7591
43482,1401.3,1385.6,1636.5,6973.8
43483,1343.2,1291.9,1639.7,10691.3
43484,1336.8,1337.2,1694.9,8132.8
43485,1352.9,1348.1,1766.9,7842.8
43486,1631.3,1332.9,1675.1,7234.7
43487,1336.6,1336.2,2171.8,7011.6
43488,1341.6,1338.7,1685.7,7838.8
43489,1349.9,1333.2,1685.9,7170.9
43490,1477.1,1378.9,1738.6,7477.3
43491,1352.8,1339.5,1696.2,8343.7
43492,2385.5,2353.5,2976.7,7250.1
43493,1335.3,1331.3,1670.9,7323
43494,1370.9,1473.4,1905.6,7683.9
43495,1451.1,1461.4,2485.3,8571.4
43496,2442.2,1456.6,1680.5,8558
43497,2408.7,2358.3,2975.4,7939
43498,1464,1449.6,1832.6,7737.2
43499,1340.1,1334,1688.6,7444.1
43500,1342.1,1502.2,1897.7,7904.4
43501,1441.5,1328.7,1675.8,7417.5
43502,1330.4,1708.7,1684.9,10614.2
43503,1443.3,1338.3,1676.6,6999.4
43504,1427.1,1362.3,1714.3,7061.1
43505,1330.1,1331,1667.5,7920.3
43506,1351.9,1349,1686.7,7784
43507,1386,1354.8,1679.9,7165.1
43508,1346.7,1340.4,1941.5,7051.5
43509,1337,1331,1680,7377.4
43510,1335.4,1336.3,1681.3,7742.4
43511,1388.9,1377.3,1699.4,8307.5
43512,1346.9,1607.8,1862.4,9122.8
43513,1589.1,1322.9,1698.5,7837.9
43514,1340.3,1342.3,1742.9,7724.2
43515,1430.4,1358,1730.5,7277.9
43516,1345.8,1393.3,1969.8,7362.3
43517,1599.2,1354.5,1777.8,7626.5
43518,1353,1334.7,1674.8,7006.7
43519,1431.1,1351.2,1729.1,6949.2
43520,1351.7,1351.4,1677.8,7787
43521,1399.6,1777.1,1689.1,9147.1
43522,1349.5,1754,3223.8,8855.4
43523,1400.9,1379.8,1739.6,7224.6
43524,1389,1382.7,2012.1,7654.3
43525,1394.3,1387.2,1727.8,7678.3
43526,1374.7,1379.5,1753.1,7414.6
43527,2470.1,2401,2971.5,7934.1
43528,1765.8,1368.9,1685.1,6994.4
43529,1354.3,1330.9,1692.7,9455.4
43530,1848.3,1346,1673,7966.5
43531,1388.2,1330.5,1982.6,9045.3
43532,1495.5,1378,1733.3,7505.7
43533,1394.4,1381.8,2100.6,7121.8
43534,1376.5,1366.9,1730.1,7518.6
43535,1406.5,1370.4,1740.9,7721.4
43536,1447.3,1502.6,1730.8,7397.2
43537,1332,1332.7,1683.4,7333.1
43538,1332.3,1330.5,1687.4,7160.3
43539,1433.9,1329.4,1762,7422.5
43540,1343.7,1936.6,2013.3,8012.7
43541,1345.2,1814.1,1685.1,7265.7
43542,1335.2,1334.9,1696.2,7634
43543,1446.4,1337.1,1887.5,6985
43544,1340.3,1336,1827.3,7203.5
43545,1672.3,1338.6,1679.2,8169
43546,1342.6,1333.4,1700.5,7147.7
43547,1945,1327.2,1679.3,7336.1
43548,1343.2,1330.2,1715.6,7136
43549,1355.6,1337.5,1673,7961
43550,1587.4,1324.2,1675.2,8047.9
43551,1345.3,1361.2,1703.8,7569.2
43552,1351.5,1343.9,1674,7892.5
43553,1343.3,1340.1,1685.6,7282.9
43554,1776.7,1343.5,1700,7162.9
43555,1352.3,1340,2122.9,7596.3
43556,1348.6,1335.1,1702.9,7596.9
43557,1350.7,1350.9,1699.9,7221
43558,1839.4,1338.5,1689.5,7268.7
43559,1337,1584.4,1768.2,7495.4
43560,1340.5,1340.5,2200.1,7983.4
43561,1346.9,1335.3,1686.6,7131
43562,2021,1686.4,1693.6,7123.8
43563,1343.2,1354,1760.7,7141.8
43564,1354.8,1345.7,1705.2,7450
43565,1568.4,1354.2,1699.7,7500.7
43566,1393.4,1328,2200.5,7370.6
43567,2384.9,2395.3,2980.3,7384.5
43568,1342,1338.9,2063,8594.8
43569,2150.1,1318.5,1699.7,8770.9
43570,1359.2,1903.5,1706.1,7221.7
43571,1581.2,1394.5,1792.6,7172.4
43572,1332.6,1341.1,1687.6,8520.4
43573,1356.1,1354.1,1685.7,6924.7
43574,1407.4,1388.8,1733.7,7006.9
43575,1340.6,1332.2,1700,7954.3
43576,1352.8,1341.3,1690.5,7918.2
43577,1369.7,1362.2,1706.8,7221.4
43578,1429.6,1613.2,1842.7,7323.9
43579,1346.3,1540.4,2237.6,7470.5
43580,1367.5,1343.5,1707.2,7220.6
43581,1600.6,1347.9,1680.5,7111.9
43582,1340.5,1333.7,1709.8,7570
43583,1343.9,1333.9,1681,7429.2
43584,1353.3,1329.2,1694.1,7127.7
43585,1369.3,1691.5,1717.2,7204.9
43586,1339,1354.1,1700.5,7355.5
43587,1334.7,1332.9,1694.2,7000.7
43588,1504.5,1358.6,1706,9631.9
43589,1788.8,1371.3,2876.8,7534.4
43590,2388,2369.8,2940.3,7132.1
43591,1346.5,1343.6,1713.6,7442.2
43592,1446.4,1361.4,1676.6,7636.8
43593,1412.3,1333.1,1686.1,7170.2
43594,1338.8,1331.9,1686.3,7598.4
43595,2390.2,2377.7,2951.6,8627.4
43596,1348.8,1334.7,1680.8,8014.5
43597,1587.6,1792.1,1728.8,8691.1
43598,2273,2929.8,1720.7,7676.6
43599,1434.4,1335.8,1785.2,7054.6
43600,1346.7,1983.1,1683.8,8272.9
43601,1348,1332.5,1694,7309.9
43602,1466.9,1348.9,1695.5,7170
43603,1350.7,1333.7,1712,7098.1
43604,1593,1338.2,1683.5,7570.2
43605,1360.2,1337.7,1680.3,7685.6
43606,1348.1,2825.6,2385.8,7343.2
43607,1738.9,1334.6,2408.1,7845.9
43608,1326.7,2360.7,1701.4,7629.8
43609,1661.7,1337.6,1679.4,7140.1
43610,1501.8,1374.1,1684.1,7491.8
43611,1337.6,1348,1807.4,7210.6
43612,1356.8,1352,1680.8,7638.8
43613,1374.5,1339.6,1675.2,6912.6
43614,1493.4,1330.9,1717.3,7021.5
43615,1337.8,1341,1708.4,8349.3
43616,3749.9,2011.7,1684.1,8378.7
43617,2621.8,1794.6,2252.2,8441
43618,1344.2,1333.7,1686.3,7062.2
43619,1340.9,1336.8,1912.7,7404.1
43620,1342.3,1331,1710.9,7461.4
43621,1344.5,1339.2,1668.7,7266.9
43622,2383,2500.3,2988.5,7717.5
43623,1340.5,1508.6,1693.4,7091.5
43624,1345.2,1334.3,1800.2,7778.3
43625,1338.4,1334.7,1697.7,10188.7
43626,1650.2,1468.6,1695.9,7612.6
43627,2287.7,2591.8,3250.6,10905.5
43628,1401.5,1392.7,1843.7,7400.3
43629,1377.5,1507,1836.1,7812.7
43630,1528.4,1384.4,1743.8,7758
43631,1389.2,1384.1,1815.6,8589.8
43632,2608.5,2546.6,3260.1,9968.9
43633,1432.5,1714.9,1935.6,7827.5
43634,1498.3,1451.6,1796.9,10994.8
43635,1521.1,1463,1862.3,7708.4
43636,1478,1527.6,1868,8154.5
43637,2605.4,2598.3,3344,8502.1
43638,1416.5,1421.8,1810.8,7568.6
43639,1422.8,1419.7,1778.2,7903.5
43640,1452.1,1511.2,1914.3,7502.8
43641,1553.2,1565.7,1886.9,7755
43642,2264.9,3806.9,3762,9330.5
43643,1422.8,1412.1,1783.8,7841.3
43644,1419.1,1427,1781,8854.4
43645,1424.9,1415.6,1784.7,7557.7
43646,1568.5,1486.2,1874.1,7537.9
43647,1438.9,1696.7,1992.6,7637.3
43648,1430.3,1426.8,1799.1,7767.3
43649,1462.4,1426.8,1778.2,7381.5
43650,1994.8,2612,1798.3,8895.4
43651,1408.9,1779.6,1983,8172.1
43652,2527.4,2362,2684.8,7583.2
43653,1394.3,1391.5,1754.2,7561.5
43654,1378.7,1381.1,1732.4,8533
43655,2463.6,2461.3,2308,7203.9
43656,1409.5,1632.7,1796.6,7507.1
43657,1383.2,1370.1,1744.9,8145.3
43658,1386.2,1374.9,1758.8,8101.1
43659,1381.4,1388.5,1738.1,7807.4
43660,1703.3,1388.5,1735.1,9908.6
43661,1642,1483.4,1749.9,7366.6
43662,1370.9,1376.7,1751.9,7800.9
43663,1392.1,1387.7,1752.3,8348.8
43664,1461.9,1383.1,1737.7,7561.2
43665,2229,2565.4,3106.2,7242.2
43666,1381.1,1402.9,1839.3,7483.5
43667,1386.6,1373.3,1731.4,8258.9
43668,1380.3,1377.4,1867.7,7898.7
43669,1714.2,1433.5,1740.7,7346.2
43670,1382.5,1884.6,3175.3,7872.2
43671,1375.1,1405.7,1734.3,7786.7
43672,1390,1374.6,1755.9,7846
43673,1379.9,1379.1,1746.3,7687.7
43674,1459.3,1386.3,1931.6,7466.9
43675,1394.2,1384.2,1747.8,7508
43676,1400.6,1376.3,1734.1,7605.2
43677,1645.4,1512.9,1735.5,7578.8
43678,1379,1668.9,2086.3,7403.3
43679,1864,1383.6,1737.3,8316.1
43680,2309.4,1740,2204,7759.5
43681,1475.2,1423.3,1741.6,7727.7
43682,1380.1,1841.5,2039,7500.3
43683,1392.2,1410.2,1774.6,7596
43684,1379.8,1388.5,1756.4,7622.1
43685,1385.9,1392.6,1737.2,7527.1
43686,1388.3,1429.2,1948.3,7844.9
43687,1391,1387.4,1753.2,7878.2
43688,1393,1378.1,1744.3,10393.6
43689,1369.3,1850.3,1912.8,7272.6
43690,2536.2,1392.4,1778.3,7305
43691,1393.9,1380.9,1741,7820
43692,1380.5,1464.3,1745.7,8417.5
43693,2469.2,2448.3,3066.9,7560.2
43694,1380.3,1379.4,1746.2,7375
43695,1458.4,1392,1765.2,7689
43696,1399.2,1379.4,1776.7,7464.7
43697,1379.9,1372.6,1855.4,9898.1
43698,1352.9,1356,1688.7,7695.3
43699,1748.4,1372.6,1683.7,7008.8
43700,1340,1347.2,1693.4,7540.9
43701,1345.2,1339.4,1681.6,8148.5
43702,1345.9,1340,1705.6,7191.6
43703,1620.4,1460,1767.4,7153.4
43704,1346.9,1341.2,1690,7923.1
43705,1358.6,1344.4,1695.2,7190.1
43706,1608.6,1348.2,1736.1,7939.2
43707,2393.2,2024.7,1729.8,7110
43708,1346.6,1350,1688.6,7442.3
43709,1350.3,1336.6,1686.9,8454.8
43710,1491.9,1364.8,1748,7554.7
43711,1393.6,1418.9,1909.6,7344.7
43712,1385.7,1379.3,1741.2,8643.5
43713,1371.9,1383,1742.3,8468.7
43714,2541.1,2491.3,3182.5,9641.3
43715,1377.5,1381.2,1741.7,7387.1
43716,2000.9,1706.3,3068.9,10973.9
43717,2062.9,1902.9,1910.4,7244.8
43718,1379.1,1377.2,1874.1,7561.8
43719,1402.3,1381.3,1749.5,8300
43720,1383.7,1384.8,1737,7389
43721,1631.3,1390.3,1742.4,7389.6
43722,1395.5,1379.4,1942.4,7745
43723,1382.2,1385.2,1750.3,7912.4
43724,2061.4,1449.3,3954,8222.5
43725,1609.7,1393.7,1744.4,7264.7
43726,1404.6,1667.9,1746.9,7993.2
43727,1382.3,1381.6,1794.7,7950.5
43728,1387.8,1379.9,1737.7,7754.7
43729,1383.6,1381.4,1745.8,7543.4
43730,1404.6,1707.4,1776.9,7434
43731,1376.9,1378.5,1750.4,7501.9
43732,1378.7,1534.9,1744.3,8211.4
43733,1599.6,2194.2,1712.5,7183.9
43734,1383.7,1536.9,1918.6,8471.4
43735,1677.4,1384.8,2375.1,7751.4
43736,1382.8,1658.7,2035.1,8021.3
43737,2455.7,2451.8,3092.9,7515.7
43738,1397.7,1395.4,1733.6,7320
43739,1407.4,1382.2,1774,7550.2
43740,1378.1,1377.6,1737.8,8236.9
43741,1396.4,1381,1729.2,7945
43742,1841.5,2447.3,3118.7,9252.1
43743,1423.2,1389.1,1747.5,7257.9
43744,1381.9,1517.1,1793.5,8040.8
43745,1334.4,1336.9,1692.8,11428.1
43746,1395.7,1379.2,2173.6,8755.9
43747,2379.2,1382.4,1730.4,8632.1
43748,1390.4,1387.4,1812.1,7233.9
43749,1545.3,1598.4,2025,7289.4
43750,1392.4,1381.4,1815.7,7985.5
43751,1828.7,1437.6,1757,8149.6
43752,1386.3,1383.1,1735.4,7638.5
43753,1666.4,1505.6,2654.4,8029.9
43754,2226.3,1569.5,1787.2,7633.6
43755,1390.1,1379.5,1765.4,7689.7
43756,1415,1416,1733.1,7833.3
43757,1570.3,1390.8,1759.3,7225.1
43758,1401.3,1374.6,1910.4,7313.2
43759,1395.9,1384.8,1745.1,8128.8
43760,1383.2,1602.5,1832.9,8029.2
43761,2535,2456.6,3076.1,9497.6
43762,2075.4,1377.6,1770,8666.3
43763,1445.9,2142.3,1836.7,7655.1
43764,1381.6,1379.5,1740,8096.3
43765,1394.9,1374.5,1732.9,7876
43766,2467.4,2445.1,3091.7,8358.5
43767,1384.2,1378,1746.5,7305.2
43768,1424,1412.9,1744,8375.6
43769,1483.9,1787.6,2003.6,9069.3
43770,1380,1365.5,2036.2,8091.7
43771,1383,1382.9,1742.5,7843.3
43772,1383.2,1377.3,1731.9,7187.5
43773,1398,1422.6,1866.4,7498.9
43774,1399.4,1380.8,1735.4,8074.6
43775,1382.7,1378.8,1742.4,7706.8
43776,1566.3,1362.6,1862.7,7214.6
43777,1340,1347.4,1793,6975.5
43778,1345.4,1518.4,1879.1,7625.1
43779,1346.6,1341.8,1696.8,7890
43780,1333.9,1710.5,1724.6,7350.1
43781,2401.8,2393.6,3085.7,7520
43782,1361.5,1350.9,1696,7588.4
43783,1348.8,1341.7,1702.9,7541.8
43784,1349.3,1389.9,1702.3,7069.7
43785,1355,1335.8,1707.3,7313.9
43786,1353.3,1361,1692.5,8337.1
43787,1346.7,1337.8,1688.2,7050.2
43788,1724.7,2988.9,3296.5,12943.4
43789,2195.6,1553.3,1787.1,10499.5
43790,1588.5,1625.7,2096.3,9400.7
43791,2296.5,1977.2,2063,9212.3
43792,1668.5,1721,1889.2,8540
43793,1479.2,1920,2217.1,8164.9
43794,1469.4,1467.5,1840,8448.2
43795,1474.5,1468.9,1851.9,12917
43796,1538.5,2676.5,2292.9,10332.4
43797,1542,1513.5,1924.9,8927.1
43798,1522.9,1518.4,1923.2,8892.8
43799,1536,1518.5,1906.4,8270.8
43800,1640.9,1549.5,1890.3,7858.4
43801,1498.2,1563.2,1913.1,8027
43802,1480.8,1471.4,1973.1,9422.3
43803,1479,1464.2,1854.9,8576.7
43804,2153.1,2654.6,2279.4,9673.7
43805,1677.5,1524.3,1905.7,9000.5
43806,2217.9,1529,2209.1,8314.1
43807,1517.6,2027.9,2193,7893.9
43808,1530.4,2151.8,2135.9,8464.8
43809,1518.2,1514.4,1914.8,8725.2
43810,1534.8,1529.2,1908,8398.2
43811,1478.5,1468,1861.1,7944.1
43812,1548.3,1490.7,2339.5,7679.8
43813,1477.8,2186.6,2144.9,7856.7
43814,1477.8,1471.7,1850.3,8397.4
43815,1495,1467.5,1849.9,8443.2
43816,1809.7,1472,1844.8,7819.2
43817,1492.8,2499.3,2078.5,7755.2
43818,1474.2,1470.1,2981.1,9829.6
43819,1797,1488.3,1977.3,8363.8
43820,1474.5,1472.2,2068.9,9467.5
43821,3159.2,2148.9,2590.4,12083.3
43822,1479.3,1466.4,1844.2,11551.3
43823,1477,1467.7,1863,8279.2
43824,1476,1483.1,1872,9346.9
43825,1475,1468.8,1916.6,7859.8
43826,3290.3,2897.6,2909,7898.2
43827,1499,1501.7,1867.6,7766.6
43828,2392.9,1466.2,2125.7,9282
43829,3667.7,1859.5,3323.9,7789.5
43830,1474.1,1474.3,2520.1,8101.3
43831,1484.9,1463.8,1841.5,8869.7
43832,1471.5,1463.4,1845.6,9389.7
43833,3088.5,2847.6,3578.9,10279.5
43834,1481.5,1484.5,1868.6,8475.5
43835,1484.1,1471.5,1859.7,7874.1
43836,1605.1,2075.9,1894.6,8171.7
43837,1492.8,1642.5,1960.8,9225.9
43838,1484.7,1467.3,1870.7,9423.5
43839,1498.8,1477.3,1877.5,8134.7
43840,1435.7,1444.2,1826.4,7684.6
43841,1735.9,1570.5,1866.1,7492.9
43842,1447.8,1420.7,1908.9,7773.7
43843,1430.2,1425.4,1841.6,8509.4
43844,1443.3,1420,1814.9,8346.9
43845,2037.8,1496.9,2220.7,9950
43846,2741.8,1427.2,1798,8558.9
43847,1470,1710.4,1881.6,8031.2
43848,1428.7,1428.1,1795,8498.1
43849,1429.5,1422.4,1902.3,7868.2
43850,1552.4,1489.8,1817.5,7390.7
43851,1637.4,1507.3,1856.6,7451.6
